Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1760990116,160,GET,/api/customer/owners/50,0.200000,0.200000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,2,2,10547.674600005848,10547.641099998145,10547.607599990442,10547.674600005848,150.0
1760990116,160,GET,/api/customer/owners/9,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,1,10550.078200001735,10550.078200001735,10550.078200001735,10550.078200001735,149.0
1760990116,160,GET,/api/vet/vets,2.300000,0.000000,8,10,11,11,13,14,15,15,15,15,15,48,0,9,9.122854167192903,4.250400001183152,25.177699979394674,653.0
1760990116,160,,Aggregated,4.100000,1.800000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,95,47,25,5226.646546316394,4.250400001183152,10568.39190001483,395.36842105263156
1760990117,170,GET,/api/customer/owners,1.400000,1.400000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,33,33,10568.39190001483,9276.955448487019,1.955999992787838,10568.39190001483,147.0
1760990117,170,POST,/api/customer/owners,0.300000,0.300000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,12,12,10566.768499993486,7918.01030000109,2.6120999827980995,10566.768499993486,54.0
1760990117,170,GET,/api/customer/owners/18,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,1,2.805700001772493,2.805700001772493,2.805700001772493,2.805700001772493,150.0
1760990117,170,GET,/api/customer/owners/19,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,1,8.04369998513721,8.04369998513721,8.04369998513721,8.04369998513721,150.0
1760990117,170,GET,/api/customer/owners/21,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,1,10557.917900005123,10557.917900005123,10557.917900005123,10557.917900005123,150.0
1760990117,170,GET,/api/customer/owners/22,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,1,10557.715900009498,10557.715900009498,10557.715900009498,10557.715900009498,150.0
